"","Date","Country","TotalLoadValue"
"1",2014-12-01,"Austria",25801.2
"2",2014-12-02,"Austria",728087.6
"3",2014-12-03,"Austria",730588.8
"4",2014-12-04,"Austria",751961.6
"5",2014-12-05,"Austria",721206.8
"6",2014-12-06,"Austria",648147.2
"7",2014-12-07,"Austria",663532.8
"8",2014-12-08,"Austria",657282.4
"9",2014-12-09,"Austria",717198.8
"10",2014-12-10,"Austria",772308.4
"11",2014-12-11,"Austria",781305.6
"12",2014-12-12,"Austria",751696.4
"13",2014-12-13,"Austria",582762.8
"14",2014-12-14,"Austria",678084
"15",2014-12-15,"Austria",746960.8
"16",2014-12-16,"Austria",701528.4
"17",2014-12-17,"Austria",669700.8
"18",2014-12-18,"Austria",532439.6
"19",2014-12-19,"Austria",599484
"20",2014-12-20,"Austria",592859.6
"21",2014-12-21,"Austria",629744.8
"22",2014-12-22,"Austria",665483.6
"23",2014-12-23,"Austria",611908
"24",2014-12-24,"Austria",558022.4
"25",2014-12-25,"Austria",514602.8
"26",2014-12-26,"Austria",545613.6
"27",2014-12-27,"Austria",576771.6
"28",2014-12-28,"Austria",574872
"29",2014-12-29,"Austria",736130.4
"30",2014-12-30,"Austria",631026
"31",2014-12-31,"Austria",613922
"32",2015-01-01,"Austria",604194.8
"33",2015-01-02,"Austria",555698
"34",2015-01-03,"Austria",522767.2
"35",2015-01-04,"Austria",500493.6
"36",2015-01-05,"Austria",649524.8
"37",2015-01-06,"Austria",571120.4
"38",2015-01-07,"Austria",698538
"39",2015-01-08,"Austria",718902.8
"40",2015-01-09,"Austria",610904
"41",2015-01-10,"Austria",551725.2
"42",2015-01-11,"Austria",545153.2
"43",2015-01-12,"Austria",688065.6
"44",2015-01-13,"Austria",730362.4
"45",2015-01-14,"Austria",745094.8
"46",2015-01-15,"Austria",793218.4
"47",2015-01-16,"Austria",765771.2
"48",2015-01-17,"Austria",678040.4
"49",2015-01-18,"Austria",666871.6
"50",2015-01-19,"Austria",670495.6
"51",2015-01-20,"Austria",729965.6
"52",2015-01-21,"Austria",641122.8
"53",2015-01-22,"Austria",662637.2
"54",2015-01-23,"Austria",678542.8
"55",2015-01-24,"Austria",619929.6
"56",2015-01-25,"Austria",604374.4
"57",2015-01-26,"Austria",718594.8
"58",2015-01-27,"Austria",703738.4
"59",2015-01-28,"Austria",731342.4
"60",2015-01-29,"Austria",719006.8
"61",2015-01-30,"Austria",640098.8
"62",2015-01-31,"Austria",599974.4
"63",2015-02-01,"Austria",668903.2
"64",2015-02-02,"Austria",815635.2
"65",2015-02-03,"Austria",804964.8
"66",2015-02-04,"Austria",796736.4
"67",2015-02-05,"Austria",742732
"68",2015-02-06,"Austria",755603.2
"69",2015-02-07,"Austria",715344.4
"70",2015-02-08,"Austria",667031.2
"71",2015-02-09,"Austria",813430.8
"72",2015-02-10,"Austria",801416.8
"73",2015-02-11,"Austria",830182
"74",2015-02-12,"Austria",795554
"75",2015-02-13,"Austria",764264
"76",2015-02-14,"Austria",682394
"77",2015-02-15,"Austria",644942.4
"78",2015-02-16,"Austria",760614.4
"79",2015-02-17,"Austria",764764
"80",2015-02-18,"Austria",797324.8
"81",2015-02-19,"Austria",779604.8
"82",2015-02-20,"Austria",775740.4
"83",2015-02-21,"Austria",633356
"84",2015-02-22,"Austria",645459.2
"85",2015-02-23,"Austria",774250.4
"86",2015-02-24,"Austria",803801.2
"87",2015-02-25,"Austria",789086.4
"88",2015-02-26,"Austria",800598.4
"89",2015-02-27,"Austria",784728.8
"90",2015-02-28,"Austria",705737.6
"91",2015-03-01,"Austria",616786
"92",2015-03-02,"Austria",741174
"93",2015-03-03,"Austria",742522
"94",2015-03-04,"Austria",795827.2
"95",2015-03-05,"Austria",809533.6
"96",2015-03-06,"Austria",780936.4
"97",2015-03-07,"Austria",690322
"98",2015-03-08,"Austria",610155.6
"99",2015-03-09,"Austria",765766.8
"100",2015-03-10,"Austria",761281.2
"101",2015-03-11,"Austria",769447.6
"102",2015-03-12,"Austria",758966.8
"103",2015-03-13,"Austria",761583.2
"104",2015-03-14,"Austria",663996.4
"105",2015-03-15,"Austria",608761.6
"106",2015-03-16,"Austria",750829.2
"107",2015-03-17,"Austria",730695.2
"108",2015-03-18,"Austria",749994
"109",2015-03-19,"Austria",742667.2
"110",2015-03-20,"Austria",727571.6
"111",2015-03-21,"Austria",668610.8
"112",2015-03-22,"Austria",575709.2
"113",2015-03-23,"Austria",711186.8
"114",2015-03-24,"Austria",724047.2
"115",2015-03-25,"Austria",713092.8
"116",2015-03-26,"Austria",699776.4
"117",2015-03-27,"Austria",662720
"118",2015-03-28,"Austria",613300.8
"119",2015-03-29,"Austria",557096.4
"120",2015-03-30,"Austria",665719.6
"121",2015-03-31,"Austria",677138.4
"122",2015-04-01,"Austria",741531.6
"123",2015-04-02,"Austria",740330
"124",2015-04-03,"Austria",656582.8
"125",2015-04-04,"Austria",635999.6
"126",2015-04-05,"Austria",590816.4
"127",2015-04-06,"Austria",588536.4
"128",2015-04-07,"Austria",735973.2
"129",2015-04-08,"Austria",733804.8
"130",2015-04-09,"Austria",718552
"131",2015-04-10,"Austria",663647.2
"132",2015-04-11,"Austria",573433.6
"133",2015-04-12,"Austria",510944.8
"134",2015-04-13,"Austria",632701.2
"135",2015-04-14,"Austria",666970.4
"136",2015-04-15,"Austria",651055.6
"137",2015-04-16,"Austria",641504.8
"138",2015-04-17,"Austria",686934.4
"139",2015-04-18,"Austria",564433.6
"140",2015-04-19,"Austria",553622
"141",2015-04-20,"Austria",668008.4
"142",2015-04-21,"Austria",645790.8
"143",2015-04-22,"Austria",675691.6
"144",2015-04-23,"Austria",676416.8
"145",2015-04-24,"Austria",664848.4
"146",2015-04-25,"Austria",567349.2
"147",2015-04-26,"Austria",504972.4
"148",2015-04-27,"Austria",620732.4
"149",2015-04-28,"Austria",687525.6
"150",2015-04-29,"Austria",678186
"151",2015-04-30,"Austria",703321.6
"152",2015-05-01,"Austria",562276
"153",2015-05-02,"Austria",553083.2
"154",2015-05-03,"Austria",512016.4
"155",2015-05-04,"Austria",654740
"156",2015-05-05,"Austria",657904.8
"157",2015-05-06,"Austria",660702
"158",2015-05-07,"Austria",671405.6
"159",2015-05-08,"Austria",641720.4
"160",2015-05-09,"Austria",496730.4
"161",2015-05-10,"Austria",444470.4
"162",2015-05-11,"Austria",583540.4
"163",2015-05-12,"Austria",579504.4
"164",2015-05-13,"Austria",572103.2
"165",2015-05-14,"Austria",441024
"166",2015-05-15,"Austria",540337.6
"167",2015-05-16,"Austria",476058.8
"168",2015-05-17,"Austria",448178.8
"169",2015-05-18,"Austria",614283.2
"170",2015-05-19,"Austria",651968.4
"171",2015-05-20,"Austria",658842.4
"172",2015-05-21,"Austria",655796.8
"173",2015-05-22,"Austria",661221.2
"174",2015-05-23,"Austria",588849.6
"175",2015-05-24,"Austria",496920.4
"176",2015-05-25,"Austria",464810
"177",2015-05-26,"Austria",613869.2
"178",2015-05-27,"Austria",637918.8
"179",2015-05-28,"Austria",663310.4
"180",2015-05-29,"Austria",619843.2
"181",2015-05-30,"Austria",528520.4
"182",2015-05-31,"Austria",472619.2
"183",2015-06-01,"Austria",652805.6
"184",2015-06-02,"Austria",663262.8
"185",2015-06-03,"Austria",650803.6
"186",2015-06-04,"Austria",494847.6
"187",2015-06-05,"Austria",583568.4
"188",2015-06-06,"Austria",524673.6
"189",2015-06-07,"Austria",497353.6
"190",2015-06-08,"Austria",649561.6
"191",2015-06-09,"Austria",621635.6
"192",2015-06-10,"Austria",633715.2
"193",2015-06-11,"Austria",666596.4
"194",2015-06-12,"Austria",616398.8
"195",2015-06-13,"Austria",543600.8
"196",2015-06-14,"Austria",511602.4
"197",2015-06-15,"Austria",650406.4
"198",2015-06-16,"Austria",643066.4
"199",2015-06-17,"Austria",664758
"200",2015-06-18,"Austria",733471.2
"201",2015-06-19,"Austria",652798
"202",2015-06-20,"Austria",534222.4
"203",2015-06-21,"Austria",465554
"204",2015-06-22,"Austria",628470
"205",2015-06-23,"Austria",669245.6
"206",2015-06-24,"Austria",633794.8
"207",2015-06-25,"Austria",662152
"208",2015-06-26,"Austria",645705.6
"209",2015-06-27,"Austria",568433.6
"210",2015-06-28,"Austria",472721.6
"211",2015-06-29,"Austria",647981.6
"212",2015-06-30,"Austria",662252.4
"213",2015-07-01,"Austria",646820.4
"214",2015-07-02,"Austria",669402
"215",2015-07-03,"Austria",660294.4
"216",2015-07-04,"Austria",572646.4
"217",2015-07-05,"Austria",531066.8
"218",2015-07-06,"Austria",673399.6
"219",2015-07-07,"Austria",672996
"220",2015-07-08,"Austria",675721.6
"221",2015-07-09,"Austria",659109.2
"222",2015-07-10,"Austria",648110.4
"223",2015-07-11,"Austria",565249.6
"224",2015-07-12,"Austria",517344.8
"225",2015-07-13,"Austria",665744.4
"226",2015-07-14,"Austria",682162.8
"227",2015-07-15,"Austria",674270
"228",2015-07-16,"Austria",669914
"229",2015-07-17,"Austria",659300
"230",2015-07-18,"Austria",562324.4
"231",2015-07-19,"Austria",534323.6
"232",2015-07-20,"Austria",665397.6
"233",2015-07-21,"Austria",686652.8
"234",2015-07-22,"Austria",682824.8
"235",2015-07-23,"Austria",665448.8
"236",2015-07-24,"Austria",656572
"237",2015-07-25,"Austria",547192.8
"238",2015-07-26,"Austria",492895.6
"239",2015-07-27,"Austria",637178
"240",2015-07-28,"Austria",602324.8
"241",2015-07-29,"Austria",579406.8
"242",2015-07-30,"Austria",552443.2
"243",2015-07-31,"Austria",570491.2
"244",2015-08-01,"Austria",519089.2
"245",2015-08-02,"Austria",440050.4
"246",2015-08-03,"Austria",524806
"247",2015-08-04,"Austria",614769.6
"248",2015-08-05,"Austria",594002.8
"249",2015-08-06,"Austria",629802
"250",2015-08-07,"Austria",594402
"251",2015-08-08,"Austria",493445.2
"252",2015-08-09,"Austria",522959.6
"253",2015-08-10,"Austria",564236.4
"254",2015-08-11,"Austria",608290.4
"255",2015-08-12,"Austria",619328.8
"256",2015-08-13,"Austria",585788
"257",2015-08-14,"Austria",554845.2
"258",2015-08-15,"Austria",543133.6
"259",2015-08-16,"Austria",543786.8
"260",2015-08-17,"Austria",617728.8
"261",2015-08-18,"Austria",638968.8
"262",2015-08-19,"Austria",647884.4
"263",2015-08-20,"Austria",648962
"264",2015-08-21,"Austria",641067.6
"265",2015-08-22,"Austria",554530.8
"266",2015-08-23,"Austria",519173.2
"267",2015-08-24,"Austria",650690
"268",2015-08-25,"Austria",627306.8
"269",2015-08-26,"Austria",662143.2
"270",2015-08-27,"Austria",640678.4
"271",2015-08-28,"Austria",664227.2
"272",2015-08-29,"Austria",570579.6
"273",2015-08-30,"Austria",518840.8
"274",2015-08-31,"Austria",586994.8
"275",2015-09-01,"Austria",604095.6
"276",2015-09-02,"Austria",685930.4
"277",2015-09-03,"Austria",640485.2
"278",2015-09-04,"Austria",637532
"279",2015-09-05,"Austria",569548.8
"280",2015-09-06,"Austria",502006.8
"281",2015-09-07,"Austria",628861.6
"282",2015-09-08,"Austria",674973.2
"283",2015-09-09,"Austria",634335.6
"284",2015-09-10,"Austria",629429.2
"285",2015-09-11,"Austria",602382.4
"286",2015-09-12,"Austria",519296
"287",2015-09-13,"Austria",520759.6
"288",2015-09-14,"Austria",642561.6
"289",2015-09-15,"Austria",535340.4
"290",2015-09-16,"Austria",601156.4
"291",2015-09-17,"Austria",561574.8
"292",2015-09-18,"Austria",611248.4
"293",2015-09-19,"Austria",556294
"294",2015-09-20,"Austria",536899.6
"295",2015-09-21,"Austria",624367.2
"296",2015-09-22,"Austria",636766.4
"297",2015-09-23,"Austria",658137.2
"298",2015-09-24,"Austria",493351.2
"299",2015-09-25,"Austria",601585.2
"300",2015-09-26,"Austria",551410.8
"301",2015-09-27,"Austria",531873.6
"302",2015-09-28,"Austria",696507.2
"303",2015-09-29,"Austria",693222
"304",2015-09-30,"Austria",669541.2
"305",2015-10-01,"Austria",700252
"306",2015-10-02,"Austria",678661.2
"307",2015-10-03,"Austria",581558.4
"308",2015-10-04,"Austria",537248.4
"309",2015-10-05,"Austria",682054.8
"310",2015-10-06,"Austria",705319.2
"311",2015-10-07,"Austria",711000.4
"312",2015-10-08,"Austria",700508.8
"313",2015-10-09,"Austria",670324.4
"314",2015-10-10,"Austria",581885.2
"315",2015-10-11,"Austria",544521.2
"316",2015-10-12,"Austria",698714.4
"317",2015-10-13,"Austria",709249.2
"318",2015-10-14,"Austria",703877.6
"319",2015-10-15,"Austria",709148.8
"320",2015-10-16,"Austria",688939.2
"321",2015-10-17,"Austria",586035.6
"322",2015-10-18,"Austria",545576
"323",2015-10-19,"Austria",696441.2
"324",2015-10-20,"Austria",717255.2
"325",2015-10-21,"Austria",721775.2
"326",2015-10-22,"Austria",719350
"327",2015-10-23,"Austria",698454
"328",2015-10-24,"Austria",587820.4
"329",2015-10-25,"Austria",519272.4
"330",2015-10-26,"Austria",543464
"331",2015-10-27,"Austria",697173.2
"332",2015-10-28,"Austria",704088.8
"333",2015-10-29,"Austria",712868
"334",2015-10-30,"Austria",694942.4
"335",2015-10-31,"Austria",585343.6
"336",2015-11-01,"Austria",540169.2
"337",2015-11-02,"Austria",694088
"338",2015-11-03,"Austria",716637.2
"339",2015-11-04,"Austria",730226
"340",2015-11-05,"Austria",723678
"341",2015-11-06,"Austria",708660.8
"342",2015-11-07,"Austria",607786
"343",2015-11-08,"Austria",550628
"344",2015-11-09,"Austria",718997.2
"345",2015-11-10,"Austria",684216
"346",2015-11-11,"Austria",723293.6
"347",2015-11-12,"Austria",724146.8
"348",2015-11-13,"Austria",716447.2
"349",2015-11-14,"Austria",564508.4
"350",2015-11-15,"Austria",568411.6
"351",2015-11-16,"Austria",720784.4
"352",2015-11-17,"Austria",738561.6
"353",2015-11-18,"Austria",728197.6
"354",2015-11-19,"Austria",747702.8
"355",2015-11-20,"Austria",734168.4
"356",2015-11-21,"Austria",665327.6
"357",2015-11-22,"Austria",635425.2
"358",2015-11-23,"Austria",787825.6
"359",2015-11-24,"Austria",794236.8
"360",2015-11-25,"Austria",830344
"361",2015-11-26,"Austria",834583.6
"362",2015-11-27,"Austria",814492.4
"363",2015-11-28,"Austria",685567.6
"364",2015-11-29,"Austria",183648.4
"365",2015-11-30,"Austria",792731.6
"366",2015-12-01,"Austria",779287.6
"367",2015-12-02,"Austria",763180.8
"368",2015-12-03,"Austria",775815.6
"369",2015-12-04,"Austria",730057.2
"370",2015-12-05,"Austria",672812.4
"371",2015-12-06,"Austria",615464
"372",2015-12-07,"Austria",728126.4
"373",2015-12-08,"Austria",658044.4
"374",2015-12-09,"Austria",779890
"375",2015-12-10,"Austria",797479.6
"376",2015-12-11,"Austria",799838.4
"377",2015-12-12,"Austria",708624.8
"378",2015-12-13,"Austria",647256.8
"379",2015-12-14,"Austria",800112.8
"380",2015-12-15,"Austria",834681.6
"381",2015-12-16,"Austria",831856
"382",2015-12-17,"Austria",809985.2
"383",2015-12-18,"Austria",780522
"384",2015-12-19,"Austria",675282.4
"385",2015-12-20,"Austria",634866
"386",2015-12-21,"Austria",773346.8
"387",2015-12-22,"Austria",755107.2
"388",2015-12-23,"Austria",714209.2
"389",2015-12-24,"Austria",576444
"390",2015-12-25,"Austria",227146
"391",2015-12-26,"Austria",590320.4
"392",2015-12-27,"Austria",593767.6
"393",2015-12-28,"Austria",645468
"394",2015-12-29,"Austria",391922.4
"395",2015-12-30,"Austria",678704
"396",2015-12-31,"Austria",656625.2
"397",2016-01-01,"Austria",608426.8
"398",2016-01-02,"Austria",667558
"399",2016-01-03,"Austria",668827.6
"400",2016-01-04,"Austria",775979.2
"401",2016-01-05,"Austria",787100
"402",2016-01-06,"Austria",708181.6
"403",2016-01-07,"Austria",785018
"404",2016-01-08,"Austria",766440.8
"405",2016-01-09,"Austria",689696.4
"406",2016-01-10,"Austria",643097.2
"407",2016-01-11,"Austria",793047.2
"408",2016-01-12,"Austria",800325.2
"409",2016-01-13,"Austria",822173.2
"410",2016-01-14,"Austria",821866.8
"411",2016-01-15,"Austria",820375.2
"412",2016-01-16,"Austria",729130.8
"413",2016-01-17,"Austria",690853.2
"414",2016-01-18,"Austria",849784
"415",2016-01-19,"Austria",876304
"416",2016-01-20,"Austria",864681.6
"417",2016-01-21,"Austria",864197.6
"418",2016-01-22,"Austria",854441.6
"419",2016-01-23,"Austria",764022
"420",2016-01-24,"Austria",681081.6
"421",2016-01-25,"Austria",810652
"422",2016-01-26,"Austria",801675.2
"423",2016-01-27,"Austria",799739.2
"424",2016-01-28,"Austria",790600.4
"425",2016-01-29,"Austria",771273.6
"426",2016-01-30,"Austria",686014
"427",2016-01-31,"Austria",642993.2
"428",2016-02-01,"Austria",772766.8
"429",2016-02-02,"Austria",772953.6
"430",2016-02-03,"Austria",799622
"431",2016-02-04,"Austria",805160.4
"432",2016-02-05,"Austria",778282.4
"433",2016-02-06,"Austria",677237.6
"434",2016-02-07,"Austria",634327.2
"435",2016-02-08,"Austria",764903.6
"436",2016-02-09,"Austria",752630.8
"437",2016-02-10,"Austria",801590
"438",2016-02-11,"Austria",801422.4
"439",2016-02-12,"Austria",786785.6
"440",2016-02-13,"Austria",674990
"441",2016-02-14,"Austria",635044
"442",2016-02-15,"Austria",781754.8
"443",2016-02-16,"Austria",805889.2
"444",2016-02-17,"Austria",811181.6
"445",2016-02-18,"Austria",810471.2
"446",2016-02-19,"Austria",795476
"447",2016-02-20,"Austria",686596.8
"448",2016-02-21,"Austria",626712.8
"449",2016-02-22,"Austria",741600.8
"450",2016-02-23,"Austria",771717.2
"451",2016-02-24,"Austria",777868.8
"452",2016-02-25,"Austria",795522.8
"453",2016-02-26,"Austria",766228
"454",2016-02-27,"Austria",673310
"455",2016-02-28,"Austria",626528
"456",2016-02-29,"Austria",782983.6
"457",2016-03-01,"Austria",805674.4
"458",2016-03-02,"Austria",787705.2
"459",2016-03-03,"Austria",807969.2
"460",2016-03-04,"Austria",771599.2
"461",2016-03-05,"Austria",670461.6
"462",2016-03-06,"Austria",621636.4
"463",2016-03-07,"Austria",787519.6
"464",2016-03-08,"Austria",799099.2
"465",2016-03-09,"Austria",779992
"466",2016-03-10,"Austria",780854.4
"467",2016-03-11,"Austria",777040.8
"468",2016-03-12,"Austria",678354.8
"469",2016-03-13,"Austria",632399.6
"470",2016-03-14,"Austria",761510.4
"471",2016-03-15,"Austria",804176.8
"472",2016-03-16,"Austria",793814
"473",2016-03-17,"Austria",768836
"474",2016-03-18,"Austria",745118
"475",2016-03-19,"Austria",646121.6
"476",2016-03-20,"Austria",593212
"477",2016-03-21,"Austria",735381.2
"478",2016-03-22,"Austria",754870
"479",2016-03-23,"Austria",763110.8
"480",2016-03-24,"Austria",766680.8
"481",2016-03-25,"Austria",732122.4
"482",2016-03-26,"Austria",639545.2
"483",2016-03-27,"Austria",559058.8
"484",2016-03-28,"Austria",565900.8
"485",2016-03-29,"Austria",716714
"486",2016-03-30,"Austria",713604
"487",2016-03-31,"Austria",705817.6
"488",2016-04-01,"Austria",706710
"489",2016-04-02,"Austria",593592
"490",2016-04-03,"Austria",539004.8
"491",2016-04-04,"Austria",678595.6
"492",2016-04-05,"Austria",684426
"493",2016-04-06,"Austria",700804.8
"494",2016-04-07,"Austria",712753.6
"495",2016-04-08,"Austria",721438.8
"496",2016-04-09,"Austria",612955.6
"497",2016-04-10,"Austria",546594.8
"498",2016-04-11,"Austria",684070
"499",2016-04-12,"Austria",699732.8
"500",2016-04-13,"Austria",690129.2
"501",2016-04-14,"Austria",709976.8
"502",2016-04-15,"Austria",677675.2
"503",2016-04-16,"Austria",571872.8
"504",2016-04-17,"Austria",532040
"505",2016-04-18,"Austria",698204
"506",2016-04-19,"Austria",689321.2
"507",2016-04-20,"Austria",677789.6
"508",2016-04-21,"Austria",677934.4
"509",2016-04-22,"Austria",665649.2
"510",2016-04-23,"Austria",580974
"511",2016-04-24,"Austria",552837.6
"512",2016-04-25,"Austria",711709.2
"513",2016-04-26,"Austria",713410
"514",2016-04-27,"Austria",743624.8
"515",2016-04-28,"Austria",729087.6
"516",2016-04-29,"Austria",683952
"517",2016-04-30,"Austria",570256
"518",2016-05-01,"Austria",551492
"519",2016-05-02,"Austria",702924.4
"520",2016-05-03,"Austria",696093.6
"521",2016-05-04,"Austria",715190
"522",2016-05-05,"Austria",559398
"523",2016-05-06,"Austria",604326.8
"524",2016-05-07,"Austria",549316.4
"525",2016-05-08,"Austria",508480.8
"526",2016-05-09,"Austria",653679.6
"527",2016-05-10,"Austria",678189.2
"528",2016-05-11,"Austria",683961.6
"529",2016-05-12,"Austria",706011.6
"530",2016-05-13,"Austria",686093.2
"531",2016-05-14,"Austria",574632
"532",2016-05-15,"Austria",524292
"533",2016-05-16,"Austria",531340.4
"534",2016-05-17,"Austria",674873.2
"535",2016-05-18,"Austria",668156.4
"536",2016-05-19,"Austria",687845.6
"537",2016-05-20,"Austria",679023.2
"538",2016-05-21,"Austria",558692.4
"539",2016-05-22,"Austria",509557.6
"540",2016-05-23,"Austria",670713.6
"541",2016-05-24,"Austria",693868.8
"542",2016-05-25,"Austria",661920.8
"543",2016-05-26,"Austria",519798
"544",2016-05-27,"Austria",595590
"545",2016-05-28,"Austria",536102.8
"546",2016-05-29,"Austria",504580
"547",2016-05-30,"Austria",661580
"548",2016-05-31,"Austria",678424.4
"549",2016-06-01,"Austria",687088.8
"550",2016-06-02,"Austria",684922
"551",2016-06-03,"Austria",660358
"552",2016-06-04,"Austria",560363.2
"553",2016-06-05,"Austria",517872.8
"554",2016-06-06,"Austria",657951.2
"555",2016-06-07,"Austria",659187.6
"556",2016-06-08,"Austria",669735.2
"557",2016-06-09,"Austria",689525.2
"558",2016-06-10,"Austria",655272
"559",2016-06-11,"Austria",564007.6
"560",2016-06-12,"Austria",519954.4
"561",2016-06-13,"Austria",664802
"562",2016-06-14,"Austria",670307.2
"563",2016-06-15,"Austria",679640.8
"564",2016-06-16,"Austria",679396.4
"565",2016-06-17,"Austria",656618.8
"566",2016-06-18,"Austria",552782
"567",2016-06-19,"Austria",523841.6
"568",2016-06-20,"Austria",677492.4
"569",2016-06-21,"Austria",669464.8
"570",2016-06-22,"Austria",680106.8
"571",2016-06-23,"Austria",687285.2
"572",2016-06-24,"Austria",676990.4
"573",2016-06-25,"Austria",586429.6
"574",2016-06-26,"Austria",532744
"575",2016-06-27,"Austria",673628.4
"576",2016-06-28,"Austria",663361.6
"577",2016-06-29,"Austria",676636.4
"578",2016-06-30,"Austria",690840
"579",2016-07-01,"Austria",666462.4
"580",2016-07-02,"Austria",577650
"581",2016-07-03,"Austria",512194
"582",2016-07-04,"Austria",650443.2
"583",2016-07-05,"Austria",668358.8
"584",2016-07-06,"Austria",667358.4
"585",2016-07-07,"Austria",665548.4
"586",2016-07-08,"Austria",658348.8
"587",2016-07-09,"Austria",567946
"588",2016-07-10,"Austria",521751.2
"589",2016-07-11,"Austria",681597.6
"590",2016-07-12,"Austria",704208.8
"591",2016-07-13,"Austria",686978
"592",2016-07-14,"Austria",668460.4
"593",2016-07-15,"Austria",649345.2
"594",2016-07-16,"Austria",560486
"595",2016-07-17,"Austria",515747.2
"596",2016-07-18,"Austria",655735.6
"597",2016-07-19,"Austria",660866.8
"598",2016-07-20,"Austria",662866.4
"599",2016-07-21,"Austria",669891.6
"600",2016-07-22,"Austria",652914
"601",2016-07-23,"Austria",560922
"602",2016-07-24,"Austria",511942.4
"603",2016-07-25,"Austria",652102.4
"604",2016-07-26,"Austria",649882
"605",2016-07-27,"Austria",657342
"606",2016-07-28,"Austria",648451.2
"607",2016-07-29,"Austria",627224
"608",2016-07-30,"Austria",546630.4
"609",2016-07-31,"Austria",508401.6
"610",2016-08-01,"Austria",613329.2
"611",2016-08-02,"Austria",613298
"612",2016-08-03,"Austria",624805.2
"613",2016-08-04,"Austria",636131.2
"614",2016-08-05,"Austria",642995.2
"615",2016-08-06,"Austria",543303.2
"616",2016-08-07,"Austria",496364
"617",2016-08-08,"Austria",624042.4
"618",2016-08-09,"Austria",653180.8
"619",2016-08-10,"Austria",652987.6
"620",2016-08-11,"Austria",630408.4
"621",2016-08-12,"Austria",629980
"622",2016-08-13,"Austria",541151.6
"623",2016-08-14,"Austria",490997.2
"624",2016-08-15,"Austria",509428.8
"625",2016-08-16,"Austria",644552.4
"626",2016-08-17,"Austria",649909.2
"627",2016-08-18,"Austria",660080.4
"628",2016-08-19,"Austria",651897.6
"629",2016-08-20,"Austria",562859.2
"630",2016-08-21,"Austria",529827.6
"631",2016-08-22,"Austria",658460.4
"632",2016-08-23,"Austria",657216
"633",2016-08-24,"Austria",672595.6
"634",2016-08-25,"Austria",676152
"635",2016-08-26,"Austria",661852
"636",2016-08-27,"Austria",562689.6
"637",2016-08-28,"Austria",523326.8
"638",2016-08-29,"Austria",688628
"639",2016-08-30,"Austria",680740
"640",2016-08-31,"Austria",677378.4
"641",2016-09-01,"Austria",685948.4
"642",2016-09-02,"Austria",674067.6
"643",2016-09-03,"Austria",570890
"644",2016-09-04,"Austria",533427.6
"645",2016-09-05,"Austria",679368.8
"646",2016-09-06,"Austria",701604.8
"647",2016-09-07,"Austria",685632
"648",2016-09-08,"Austria",689357.6
"649",2016-09-09,"Austria",672724
"650",2016-09-10,"Austria",572595.2
"651",2016-09-11,"Austria",528121.6
"652",2016-09-12,"Austria",684153.2
"653",2016-09-13,"Austria",691190.4
"654",2016-09-14,"Austria",696857.6
"655",2016-09-15,"Austria",700226.8
"656",2016-09-16,"Austria",684467.6
"657",2016-09-17,"Austria",587640
"658",2016-09-18,"Austria",535944.4
"659",2016-09-19,"Austria",692141.6
"660",2016-09-20,"Austria",695684.8
"661",2016-09-21,"Austria",695361.6
"662",2016-09-22,"Austria",690737.2
"663",2016-09-23,"Austria",672584.8
"664",2016-09-24,"Austria",566739.6
"665",2016-09-25,"Austria",524901.6
"666",2016-09-26,"Austria",673509.2
"667",2016-09-27,"Austria",688885.6
"668",2016-09-28,"Austria",694564
"669",2016-09-29,"Austria",694440.4
"670",2016-09-30,"Austria",669087.6
"671",2016-10-01,"Austria",575990.8
"672",2016-10-02,"Austria",558959.2
"673",2016-10-03,"Austria",693123.2
"674",2016-10-04,"Austria",726928.8
"675",2016-10-05,"Austria",724416.4
"676",2016-10-06,"Austria",736997.2
"677",2016-10-07,"Austria",721180.4
"678",2016-10-08,"Austria",625098.4
"679",2016-10-09,"Austria",574236.8
"680",2016-10-10,"Austria",739060.8
"681",2016-10-11,"Austria",752732.8
"682",2016-10-12,"Austria",761798.8
"683",2016-10-13,"Austria",752725.6
"684",2016-10-14,"Austria",725046.8
"685",2016-10-15,"Austria",612714
"686",2016-10-16,"Austria",558119.6
"687",2016-10-17,"Austria",735622
"688",2016-10-18,"Austria",748793.2
"689",2016-10-19,"Austria",754736.4
"690",2016-10-20,"Austria",756250
"691",2016-10-21,"Austria",740657.6
"692",2016-10-22,"Austria",621849.2
"693",2016-10-23,"Austria",582133.6
"694",2016-10-24,"Austria",726114.4
"695",2016-10-25,"Austria",732227.6
"696",2016-10-26,"Austria",603640
"697",2016-10-27,"Austria",724457.2
"698",2016-10-28,"Austria",713683.6
"699",2016-10-29,"Austria",618276.8
"700",2016-10-30,"Austria",571062.4
"701",2016-10-31,"Austria",670471.2
"702",2016-11-01,"Austria",583842.8
"703",2016-11-02,"Austria",739842.8
"704",2016-11-03,"Austria",765602.4
"705",2016-11-04,"Austria",757622.8
"706",2016-11-05,"Austria",658960.8
"707",2016-11-06,"Austria",630399.2
"708",2016-11-07,"Austria",802659.2
"709",2016-11-08,"Austria",826464
"710",2016-11-09,"Austria",828973.2
"711",2016-11-10,"Austria",814141.2
"712",2016-11-11,"Austria",803799.2
"713",2016-11-12,"Austria",720799.6
"714",2016-11-13,"Austria",678117.2
