"","Date","Country","TotalLoadValue"
"27515",2019-05-12,"Hungary",404875.52
"27516",2019-05-13,"Hungary",468259.16
"27517",2019-05-14,"Hungary",498196.76
"27518",2019-05-15,"Hungary",505953.34
"27519",2019-05-16,"Hungary",492044.11
"27520",2019-05-17,"Hungary",480894.52
"27521",2019-05-18,"Hungary",422279.85
"27522",2019-05-19,"Hungary",403701.37
"27523",2019-05-20,"Hungary",464497.36
"27524",2019-05-21,"Hungary",471748.02
"27525",2019-05-22,"Hungary",482702.16
"27526",2019-05-23,"Hungary",479173.62
"27527",2019-05-24,"Hungary",469129.02
"27528",2019-05-25,"Hungary",414073.96
"27529",2019-05-26,"Hungary",395511.83
"27530",2019-05-27,"Hungary",467819.34
"27531",2019-05-28,"Hungary",472036.53
"27532",2019-05-29,"Hungary",488654.05
"27533",2019-05-30,"Hungary",487148.6
"27534",2019-05-31,"Hungary",462949.24
"27535",2019-06-01,"Hungary",411480.74
"27536",2019-06-02,"Hungary",399987.1
"27537",2019-06-03,"Hungary",463801.32
"27538",2019-06-04,"Hungary",473423.6
"27539",2019-06-05,"Hungary",477413.16
"27540",2019-06-06,"Hungary",477412.82
"27541",2019-06-07,"Hungary",473525.13
"27542",2019-06-08,"Hungary",416028.81
"27543",2019-06-09,"Hungary",377778.86
"27544",2019-06-10,"Hungary",388986.62
"27545",2019-06-11,"Hungary",488853.49
"27546",2019-06-12,"Hungary",515399.3
"27547",2019-06-13,"Hungary",531633.25
"27548",2019-06-14,"Hungary",530274.9
"27549",2019-06-15,"Hungary",478218.9
"27550",2019-06-16,"Hungary",447994.54
"27551",2019-06-17,"Hungary",491743.3
"27552",2019-06-18,"Hungary",498978.91
"27553",2019-06-19,"Hungary",510634.2
"27554",2019-06-20,"Hungary",506831.82
"27555",2019-06-21,"Hungary",499984.52
"27556",2019-06-22,"Hungary",448022.04
"27557",2019-06-23,"Hungary",421773.44
"27558",2019-06-24,"Hungary",490557.25
"27559",2019-06-25,"Hungary",513634.11
"27560",2019-06-26,"Hungary",533690.43
"27561",2019-06-27,"Hungary",538361.68
"27562",2019-06-28,"Hungary",492715.91
"27563",2019-06-29,"Hungary",437503.82
"27564",2019-06-30,"Hungary",427157
"27565",2019-07-01,"Hungary",517638.39
"27566",2019-07-02,"Hungary",526541.73
"27567",2019-07-03,"Hungary",511176.77
"27568",2019-07-04,"Hungary",493990.6
"27569",2019-07-05,"Hungary",492328.7
"27570",2019-07-06,"Hungary",448333.31
"27571",2019-07-07,"Hungary",424950.66
"27572",2019-07-08,"Hungary",468203.85
"27573",2019-07-09,"Hungary",469041.44
"27574",2019-07-10,"Hungary",463156.75
"27575",2019-07-11,"Hungary",467361.33
"27576",2019-07-12,"Hungary",464744.51
"27577",2019-07-13,"Hungary",416109.8
"27578",2019-07-14,"Hungary",387707.42
"27579",2019-07-15,"Hungary",443462.46
"27580",2019-07-16,"Hungary",453492.04
"27581",2019-07-17,"Hungary",457372.53
"27582",2019-07-18,"Hungary",462400.93
"27583",2019-07-19,"Hungary",462004.86
"27584",2019-07-20,"Hungary",422456.21
"27585",2019-07-21,"Hungary",407369.47
"27586",2019-07-22,"Hungary",468532.33
"27587",2019-07-23,"Hungary",480663.5
"27588",2019-07-24,"Hungary",478157.27
"27589",2019-07-25,"Hungary",485607.13
"27590",2019-07-26,"Hungary",485345.63
"27591",2019-07-27,"Hungary",424467.63
"27592",2019-07-28,"Hungary",401688.02
"27593",2019-07-29,"Hungary",457949.07
"27594",2019-07-30,"Hungary",475805.5
"27595",2019-07-31,"Hungary",489555.23
"27596",2019-08-01,"Hungary",474830.88
"27597",2019-08-02,"Hungary",461798.72
"27598",2019-08-03,"Hungary",403001.65
"27599",2019-08-04,"Hungary",377939.06
"27600",2019-08-05,"Hungary",446757.49
"27601",2019-08-06,"Hungary",462293.24
"27602",2019-08-07,"Hungary",476820.4
"27603",2019-08-08,"Hungary",470176.43
"27604",2019-08-09,"Hungary",472988.28
"27605",2019-08-10,"Hungary",456598.3
"27606",2019-08-11,"Hungary",421962.8
"27607",2019-08-12,"Hungary",498613.69
"27608",2019-08-13,"Hungary",482189.8
"27609",2019-08-14,"Hungary",460704.58
"27610",2019-08-15,"Hungary",451134.32
"27611",2019-08-16,"Hungary",450698.85
"27612",2019-08-17,"Hungary",405126.04
"27613",2019-08-18,"Hungary",390686.54
"27614",2019-08-19,"Hungary",400085.39
"27615",2019-08-20,"Hungary",389931.41
"27616",2019-08-21,"Hungary",465048.81
"27617",2019-08-22,"Hungary",478041.6
"27618",2019-08-23,"Hungary",489006.78
"27619",2019-08-24,"Hungary",452758.88
"27620",2019-08-25,"Hungary",431477.24
"27621",2019-08-26,"Hungary",493940.84
"27622",2019-08-27,"Hungary",507403.39
"27623",2019-08-28,"Hungary",515324.53
"27624",2019-08-29,"Hungary",519527.28
"27625",2019-08-30,"Hungary",513283.56
"27626",2019-08-31,"Hungary",452133.31
"27627",2019-09-01,"Hungary",431383.84
"27628",2019-09-02,"Hungary",490096.86
"27629",2019-09-03,"Hungary",474436.23
"27630",2019-09-04,"Hungary",465708.11
"27631",2019-09-05,"Hungary",471701.48
"27632",2019-09-06,"Hungary",470360.98
"27633",2019-09-07,"Hungary",424338.87
"27634",2019-09-08,"Hungary",398550.88
"27635",2019-09-09,"Hungary",465468.09
"27636",2019-09-10,"Hungary",460408.3
"27637",2019-09-11,"Hungary",467410.55
"27638",2019-09-12,"Hungary",473133.59
"27639",2019-09-13,"Hungary",468898.12
"27640",2019-09-14,"Hungary",420017.98
"27641",2019-09-15,"Hungary",394377.81
"27642",2019-09-16,"Hungary",464841.72
"27643",2019-09-17,"Hungary",478778.01
"27644",2019-09-18,"Hungary",463485.03
"27645",2019-09-19,"Hungary",469846.19
"27646",2019-09-20,"Hungary",467121.67
"27647",2019-09-21,"Hungary",416966.86
"27648",2019-09-22,"Hungary",389810.27
"27649",2019-09-23,"Hungary",474796.28
"27650",2019-09-24,"Hungary",480772.87
"27651",2019-09-25,"Hungary",486260.71
"27652",2019-09-26,"Hungary",474826.08
"27653",2019-09-27,"Hungary",466183.95
"27654",2019-09-28,"Hungary",428954.46
"27655",2019-09-29,"Hungary",405929.18
"27656",2019-09-30,"Hungary",468831.7
"27657",2019-10-01,"Hungary",471221.22
"27658",2019-10-02,"Hungary",481304.63
"27659",2019-10-03,"Hungary",487862.95
"27660",2019-10-04,"Hungary",477431.93
"27661",2019-10-05,"Hungary",444505.53
"27662",2019-10-06,"Hungary",418108.28
"27663",2019-10-07,"Hungary",482829.6
"27664",2019-10-08,"Hungary",492834.45
"27665",2019-10-09,"Hungary",492100.64
"27666",2019-10-10,"Hungary",502350.98
"27667",2019-10-11,"Hungary",484916.96
"27668",2019-10-12,"Hungary",437553.93
"27669",2019-10-13,"Hungary",417718.13
"27670",2019-10-14,"Hungary",477861.69
"27671",2019-10-15,"Hungary",483672.45
"27672",2019-10-16,"Hungary",492431.44
"27673",2019-10-17,"Hungary",490443.5
"27674",2019-10-18,"Hungary",487887.93
"27675",2019-10-19,"Hungary",438504.4
"27676",2019-10-20,"Hungary",414719.33
"27677",2019-10-21,"Hungary",476714.72
"27678",2019-10-22,"Hungary",478111.03
"27679",2019-10-23,"Hungary",400371.56
"27680",2019-10-24,"Hungary",470122.13
"27681",2019-10-25,"Hungary",481398.18
"27682",2019-10-26,"Hungary",436519.92
"27683",2019-10-27,"Hungary",419256.45
"27684",2019-10-28,"Hungary",490371.26
"27685",2019-10-29,"Hungary",513339.85
"27686",2019-10-30,"Hungary",513269.76
"27687",2019-10-31,"Hungary",504993.35
"27688",2019-11-01,"Hungary",418719.47
"27689",2019-11-02,"Hungary",436467.59
"27690",2019-11-03,"Hungary",429896.83
"27691",2019-11-04,"Hungary",502604.59
"27692",2019-11-05,"Hungary",513914.76
"27693",2019-11-06,"Hungary",508037.38
"27694",2019-11-07,"Hungary",514965.75
"27695",2019-11-08,"Hungary",510609.6
"27696",2019-11-09,"Hungary",462082.2
"27697",2019-11-10,"Hungary",446928.79
"27698",2019-11-11,"Hungary",501921.71
"27699",2019-11-12,"Hungary",523913.64
"27700",2019-11-13,"Hungary",517996.84
"27701",2019-11-14,"Hungary",513735.73
"27702",2019-11-15,"Hungary",517331.54
"27703",2019-11-16,"Hungary",466170.99
"27704",2019-11-17,"Hungary",433787.18
"27705",2019-11-18,"Hungary",501872.89
"27706",2019-11-19,"Hungary",509336.85
"27707",2019-11-20,"Hungary",523243.23
"27708",2019-11-21,"Hungary",516812.96
"27709",2019-11-22,"Hungary",513070.59
"27710",2019-11-23,"Hungary",469106.47
"27711",2019-11-24,"Hungary",445678.71
"27712",2019-11-25,"Hungary",511283.3
"27713",2019-11-26,"Hungary",525217.76
"27714",2019-11-27,"Hungary",530612.05
"27715",2019-11-28,"Hungary",529670.56
"27716",2019-11-29,"Hungary",518498.2
"27717",2019-11-30,"Hungary",475512.39
"27718",2019-12-01,"Hungary",461981.84
"27719",2019-12-02,"Hungary",547609.62
"27720",2019-12-03,"Hungary",552216.57
"27721",2019-12-04,"Hungary",576485.82
"27722",2019-12-05,"Hungary",579811.65
"27723",2019-12-06,"Hungary",574502.67
"27724",2019-12-07,"Hungary",529441.72
"27725",2019-12-08,"Hungary",483680.28
"27726",2019-12-09,"Hungary",545491.38
"27727",2019-12-10,"Hungary",547340.78
"27728",2019-12-11,"Hungary",544576.3
"27729",2019-12-12,"Hungary",556301.06
"27730",2019-12-13,"Hungary",545204.6
"27731",2019-12-14,"Hungary",505758.62
"27732",2019-12-15,"Hungary",469202.89
"27733",2019-12-16,"Hungary",518792.55
"27734",2019-12-17,"Hungary",507037.42
"27735",2019-12-18,"Hungary",498704.87
"27736",2019-12-19,"Hungary",500302.59
"27737",2019-12-20,"Hungary",477248.7
"27738",2019-12-21,"Hungary",446945.23
"27739",2019-12-22,"Hungary",434311.93
"27740",2019-12-23,"Hungary",445439.6
"27741",2019-12-24,"Hungary",408381.57
"27742",2019-12-25,"Hungary",382537.13
"27743",2019-12-26,"Hungary",382371.72
"27744",2019-12-27,"Hungary",415820.79
"27745",2019-12-28,"Hungary",424510.07
"27746",2019-12-29,"Hungary",425949.37
"27747",2019-12-30,"Hungary",444011.29
"27748",2019-12-31,"Hungary",435606.82
"27749",2020-01-01,"Hungary",394298.42
"27750",2020-01-02,"Hungary",468030.74
"27751",2020-01-03,"Hungary",505943.01
"27752",2020-01-04,"Hungary",480557.92
"27753",2020-01-05,"Hungary",460910.01
"27754",2020-01-06,"Hungary",527831.92
"27755",2020-01-07,"Hungary",545274.03
"27756",2020-01-08,"Hungary",552464.97
"27757",2020-01-09,"Hungary",561357.95
"27758",2020-01-10,"Hungary",551221.89
"27759",2020-01-11,"Hungary",500168.73
"27760",2020-01-12,"Hungary",481007.17
"27761",2020-01-13,"Hungary",563583.15
"27762",2020-01-14,"Hungary",575609.86
"27763",2020-01-15,"Hungary",574970.93
"27764",2020-01-16,"Hungary",572981.59
"27765",2020-01-17,"Hungary",571964.17
"27766",2020-01-18,"Hungary",521600.05
"27767",2020-01-19,"Hungary",495678.7
"27768",2020-01-20,"Hungary",547728.64
"27769",2020-01-21,"Hungary",572530.43
"27770",2020-01-22,"Hungary",576008.01
"27771",2020-01-23,"Hungary",560587.25
"27772",2020-01-24,"Hungary",574421.55
"27773",2020-01-25,"Hungary",528885.32
"27774",2020-01-26,"Hungary",502470.51
"27775",2020-01-27,"Hungary",562444.72
"27776",2020-01-28,"Hungary",570461.35
"27777",2020-01-29,"Hungary",561671.05
"27778",2020-01-30,"Hungary",551462.42
"27779",2020-01-31,"Hungary",549028.4
"27780",2020-02-01,"Hungary",476403.22
"27781",2020-02-02,"Hungary",451999.24
"27782",2020-02-03,"Hungary",523159.27
"27783",2020-02-04,"Hungary",541137.25
"27784",2020-02-05,"Hungary",543103.46
"27785",2020-02-06,"Hungary",544340.29
"27786",2020-02-07,"Hungary",538660.19
"27787",2020-02-08,"Hungary",493140.71
"27788",2020-02-09,"Hungary",470272.86
"27789",2020-02-10,"Hungary",535724.5
"27790",2020-02-11,"Hungary",530150.78
"27791",2020-02-12,"Hungary",529358.88
"27792",2020-02-13,"Hungary",529285.05
"27793",2020-02-14,"Hungary",532456.42
"27794",2020-02-15,"Hungary",471737.44
"27795",2020-02-16,"Hungary",450931.45
"27796",2020-02-17,"Hungary",512168.15
"27797",2020-02-18,"Hungary",522666.53
"27798",2020-02-19,"Hungary",524483.28
"27799",2020-02-20,"Hungary",525347.76
"27800",2020-02-21,"Hungary",538176.94
"27801",2020-02-22,"Hungary",476692.96
"27802",2020-02-23,"Hungary",458356.74
"27803",2020-02-24,"Hungary",506790.32
"27804",2020-02-25,"Hungary",512146.79
"27805",2020-02-26,"Hungary",536005.06
"27806",2020-02-27,"Hungary",522429.6
"27807",2020-02-28,"Hungary",535432.45
"27808",2020-02-29,"Hungary",478277.62
"27809",2020-03-01,"Hungary",453448.67
"27810",2020-03-02,"Hungary",504369.22
"27811",2020-03-03,"Hungary",522559.84
"27812",2020-03-04,"Hungary",526416.14
"27813",2020-03-05,"Hungary",512496.93
"27814",2020-03-06,"Hungary",535766.66
"27815",2020-03-07,"Hungary",476827.83
"27816",2020-03-08,"Hungary",450572.23
"27817",2020-03-09,"Hungary",502847.41
"27818",2020-03-10,"Hungary",507554.33
"27819",2020-03-11,"Hungary",520820.33
"27820",2020-03-12,"Hungary",496787.5
"27821",2020-03-13,"Hungary",519104.13
"27822",2020-03-14,"Hungary",458104.59
"27823",2020-03-15,"Hungary",419051.87
"27824",2020-03-16,"Hungary",489026.32
"27825",2020-03-17,"Hungary",496644.06
"27826",2020-03-18,"Hungary",489922.92
"27827",2020-03-19,"Hungary",485157.43
"27828",2020-03-20,"Hungary",473228.18
"27829",2020-03-21,"Hungary",446785.69
"27830",2020-03-22,"Hungary",431892.43
"27831",2020-03-23,"Hungary",506189.78
"27832",2020-03-24,"Hungary",499840.97
"27833",2020-03-25,"Hungary",510724.52
"27834",2020-03-26,"Hungary",490597.45
"27835",2020-03-27,"Hungary",460073.83
"27836",2020-03-28,"Hungary",415260.63
"27837",2020-03-29,"Hungary",395918.19
"27838",2020-03-30,"Hungary",464895.5
"27839",2020-03-31,"Hungary",457739.93
"27840",2020-04-01,"Hungary",458911.52
"27841",2020-04-02,"Hungary",457137.49
"27842",2020-04-03,"Hungary",448346.81
"27843",2020-04-04,"Hungary",402281.86
"27844",2020-04-05,"Hungary",385353.6
"27845",2020-04-06,"Hungary",430615.74
"27846",2020-04-07,"Hungary",427467.77
"27847",2020-04-08,"Hungary",428556.36
"27848",2020-04-09,"Hungary",419415.03
"27849",2020-04-10,"Hungary",365532.68
"27850",2020-04-11,"Hungary",366869.56
"27851",2020-04-12,"Hungary",343207.49
"27852",2020-04-13,"Hungary",341277.03
"27853",2020-04-14,"Hungary",423025.28
"27854",2020-04-15,"Hungary",432861.7
"27855",2020-04-16,"Hungary",425135.99
"27856",2020-04-17,"Hungary",417307.97
"27857",2020-04-18,"Hungary",378175.42
"27858",2020-04-19,"Hungary",371744.82
"27859",2020-04-20,"Hungary",413612.75
"27860",2020-04-21,"Hungary",421054.84
"27861",2020-04-22,"Hungary",426605.01
"27862",2020-04-23,"Hungary",429532.89
"27863",2020-04-24,"Hungary",420321.7
"27864",2020-04-25,"Hungary",380805.21
"27865",2020-04-26,"Hungary",366667.24
"27866",2020-04-27,"Hungary",417905.62
"27867",2020-04-28,"Hungary",421613.57
"27868",2020-04-29,"Hungary",423390.91
"27869",2020-04-30,"Hungary",410056.76
"27870",2020-05-01,"Hungary",356963.55
"27871",2020-05-02,"Hungary",354850.72
"27872",2020-05-03,"Hungary",350686.79
"27873",2020-05-04,"Hungary",408545.3
"27874",2020-05-05,"Hungary",431063.96
"27875",2020-05-06,"Hungary",428280.81
"27876",2020-05-07,"Hungary",417302.31
"27877",2020-05-08,"Hungary",411818.21
"27878",2020-05-09,"Hungary",373545.98
"27879",2020-05-10,"Hungary",361373.55
"27880",2020-05-11,"Hungary",419697.62
"27881",2020-05-12,"Hungary",437809.61
"27882",2020-05-13,"Hungary",448345.83
"27883",2020-05-14,"Hungary",433953.82
"27884",2020-05-15,"Hungary",431096.01
"27885",2020-05-16,"Hungary",379199.69
"27886",2020-05-17,"Hungary",371133.11
"27887",2020-05-18,"Hungary",418022.31
"27888",2020-05-19,"Hungary",439742.07
"27889",2020-05-20,"Hungary",440446.38
"27890",2020-05-21,"Hungary",425568.9
"27891",2020-05-22,"Hungary",416415.8
"27892",2020-05-23,"Hungary",381922.77
"27893",2020-05-24,"Hungary",368087.81
"27894",2020-05-25,"Hungary",428043.73
"27895",2020-05-26,"Hungary",433800.12
"27896",2020-05-27,"Hungary",433135.98
"27897",2020-05-28,"Hungary",433539.04
"27898",2020-05-29,"Hungary",426962.73
"27899",2020-05-30,"Hungary",375989.93
"27900",2020-05-31,"Hungary",360739.79
"27901",2020-06-01,"Hungary",345486.18
"27902",2020-06-02,"Hungary",420428.72
"27903",2020-06-03,"Hungary",434681.49
"27904",2020-06-04,"Hungary",435498.26
"27905",2020-06-05,"Hungary",443559.77
"27906",2020-06-06,"Hungary",391685.36
"27907",2020-06-07,"Hungary",377069.17
"27908",2020-06-08,"Hungary",434574.32
"27909",2020-06-09,"Hungary",442171.35
"27910",2020-06-10,"Hungary",446966.39
"27911",2020-06-11,"Hungary",447129.29
"27912",2020-06-12,"Hungary",442275.15
"27913",2020-06-13,"Hungary",399988.07
"27914",2020-06-14,"Hungary",385558.17
"27915",2020-06-15,"Hungary",447686.42
"27916",2020-06-16,"Hungary",459200.8
"27917",2020-06-17,"Hungary",463430.47
"27918",2020-06-18,"Hungary",457390.97
"27919",2020-06-19,"Hungary",443730.02
"27920",2020-06-20,"Hungary",400158.28
"27921",2020-06-21,"Hungary",386115.15
"27922",2020-06-22,"Hungary",446561.19
"27923",2020-06-23,"Hungary",447604.16
"27924",2020-06-24,"Hungary",446793.23
"27925",2020-06-25,"Hungary",456442.05
"27926",2020-06-26,"Hungary",454926.26
"27927",2020-06-27,"Hungary",409679.2
"27928",2020-06-28,"Hungary",401894.59
"27929",2020-06-29,"Hungary",469360.37
"27930",2020-06-30,"Hungary",464265.69
"27931",2020-07-01,"Hungary",489462.93
"27932",2020-07-02,"Hungary",499861.29
"27933",2020-07-03,"Hungary",480928.32
"27934",2020-07-04,"Hungary",417462.97
"27935",2020-07-05,"Hungary",401759.35
"27936",2020-07-06,"Hungary",482911.96
"27937",2020-07-07,"Hungary",454656.73
"27938",2020-07-08,"Hungary",457199.04
"27939",2020-07-09,"Hungary",474936.62
"27940",2020-07-10,"Hungary",482047.47
"27941",2020-07-11,"Hungary",423073.3
"27942",2020-07-12,"Hungary",381563.64
"27943",2020-07-13,"Hungary",444083.36
"27944",2020-07-14,"Hungary",454557.8
"27945",2020-07-15,"Hungary",459962.71
"27946",2020-07-16,"Hungary",463732.11
"27947",2020-07-17,"Hungary",455055.61
"27948",2020-07-18,"Hungary",398420.28
"27949",2020-07-19,"Hungary",382613.01
"27950",2020-07-20,"Hungary",446526.27
"27951",2020-07-21,"Hungary",465696.25
"27952",2020-07-22,"Hungary",473378.99
"27953",2020-07-23,"Hungary",469849.64
"27954",2020-07-24,"Hungary",460141.1
"27955",2020-07-25,"Hungary",413871.1
"27956",2020-07-26,"Hungary",392185.24
"27957",2020-07-27,"Hungary",456636.95
"27958",2020-07-28,"Hungary",477951.41
"27959",2020-07-29,"Hungary",490865.44
"27960",2020-07-30,"Hungary",497343.31
"27961",2020-07-31,"Hungary",484201.36
"27962",2020-08-01,"Hungary",417936.74
"27963",2020-08-02,"Hungary",393978.89
"27964",2020-08-03,"Hungary",468174.3
"27965",2020-08-04,"Hungary",475463.58
"27966",2020-08-05,"Hungary",470418.71
"27967",2020-08-06,"Hungary",474763.27
"27968",2020-08-07,"Hungary",477748.96
"27969",2020-08-08,"Hungary",434022.27
"27970",2020-08-09,"Hungary",415739.01
"27971",2020-08-10,"Hungary",482891.33
"27972",2020-08-11,"Hungary",486062.28
"27973",2020-08-12,"Hungary",482144.06
"27974",2020-08-13,"Hungary",484511.71
"27975",2020-08-14,"Hungary",473896.25
"27976",2020-08-15,"Hungary",415895.42
"27977",2020-08-16,"Hungary",392720.07
"27978",2020-08-17,"Hungary",450074.14
"27979",2020-08-18,"Hungary",451875.62
"27980",2020-08-19,"Hungary",443969.87
"27981",2020-08-20,"Hungary",357604.51
"27982",2020-08-21,"Hungary",379358.18
"27983",2020-08-22,"Hungary",384041.3
"27984",2020-08-23,"Hungary",380233.34
"27985",2020-08-24,"Hungary",445830.46
"27986",2020-08-25,"Hungary",455846.96
"27987",2020-08-26,"Hungary",464084
"27988",2020-08-27,"Hungary",461778.22
"27989",2020-08-28,"Hungary",463913.24
"27990",2020-08-29,"Hungary",448668.64
"27991",2020-08-30,"Hungary",419156.42
"27992",2020-08-31,"Hungary",462075.65
"27993",2020-09-01,"Hungary",458221.39
"27994",2020-09-02,"Hungary",448780.13
"27995",2020-09-03,"Hungary",452559.7
"27996",2020-09-04,"Hungary",444163.2
"27997",2020-09-05,"Hungary",408117.64
"27998",2020-09-06,"Hungary",394189.77
"27999",2020-09-07,"Hungary",459341.08
"28000",2020-09-08,"Hungary",461472.84
"28001",2020-09-09,"Hungary",469700.18
"28002",2020-09-10,"Hungary",473388.91
"28003",2020-09-11,"Hungary",471180.34
"28004",2020-09-12,"Hungary",424946.71
"28005",2020-09-13,"Hungary",403979.05
"28006",2020-09-14,"Hungary",468880.75
"28007",2020-09-15,"Hungary",482985.56
"28008",2020-09-16,"Hungary",490367.46
"28009",2020-09-17,"Hungary",490141.99
"28010",2020-09-18,"Hungary",463695.44
"28011",2020-09-19,"Hungary",414495.4
"28012",2020-09-20,"Hungary",394315.5
"28013",2020-09-21,"Hungary",459331.09
"28014",2020-09-22,"Hungary",472885.15
"28015",2020-09-23,"Hungary",483754.06
"28016",2020-09-24,"Hungary",443448.85
"28017",2020-09-25,"Hungary",479263.06
"28018",2020-09-26,"Hungary",426343.35
"28019",2020-09-27,"Hungary",396216.72
"28020",2020-09-28,"Hungary",480682.17
"28021",2020-09-29,"Hungary",492902.34
"28022",2020-09-30,"Hungary",504948.76
"28023",2020-10-01,"Hungary",500050.8
"28024",2020-10-02,"Hungary",476776.61
"28025",2020-10-03,"Hungary",438210.44
"28026",2020-10-04,"Hungary",407898.97
"28027",2020-10-05,"Hungary",474524.07
"28028",2020-10-06,"Hungary",481219.77
"28029",2020-10-07,"Hungary",499748.64
"28030",2020-10-08,"Hungary",487823.51
"28031",2020-10-09,"Hungary",483830.67
"28032",2020-10-10,"Hungary",443937.49
"28033",2020-10-11,"Hungary",433793.4
"28034",2020-10-12,"Hungary",510848.85
"28035",2020-10-13,"Hungary",530100.54
"28036",2020-10-14,"Hungary",522442.97
"28037",2020-10-15,"Hungary",525087.38
"28038",2020-10-16,"Hungary",522061.16
"28039",2020-10-17,"Hungary",477879.82
"28040",2020-10-18,"Hungary",443343.85
"28041",2020-10-19,"Hungary",511891.93
"28042",2020-10-20,"Hungary",509938.38
"28043",2020-10-21,"Hungary",518371.13
"28044",2020-10-22,"Hungary",505433.33
"28045",2020-10-23,"Hungary",427733.67
"28046",2020-10-24,"Hungary",443450.74
"28047",2020-10-25,"Hungary",442436.95
"28048",2020-10-26,"Hungary",496573.31
"28049",2020-10-27,"Hungary",498786.51
"28050",2020-10-28,"Hungary",506652.68
"28051",2020-10-29,"Hungary",522314.14
"28052",2020-10-30,"Hungary",512974.68
"28053",2020-10-31,"Hungary",462370.07
"28054",2020-11-01,"Hungary",417321.64
"28055",2020-11-02,"Hungary",506434.92
"28056",2020-11-03,"Hungary",515055.13
"28057",2020-11-04,"Hungary",521733.44
"28058",2020-11-05,"Hungary",524370.69
"28059",2020-11-06,"Hungary",513575.82
"28060",2020-11-07,"Hungary",473397.29
"28061",2020-11-08,"Hungary",458777.5
"28062",2020-11-09,"Hungary",521201.22
"28063",2020-11-10,"Hungary",541089.79
"28064",2020-11-11,"Hungary",546468.22
"28065",2020-11-12,"Hungary",545212.77
"28066",2020-11-13,"Hungary",536840.03
"28067",2020-11-14,"Hungary",490662.39
"28068",2020-11-15,"Hungary",465084.86
"28069",2020-11-16,"Hungary",528628.84
"28070",2020-11-17,"Hungary",528985.4
"28071",2020-11-18,"Hungary",531451.66
"28072",2020-11-19,"Hungary",536454.03
"28073",2020-11-20,"Hungary",531176.95
"28074",2020-11-21,"Hungary",489586.02
"28075",2020-11-22,"Hungary",474368.44
"28076",2020-11-23,"Hungary",547082.97
"28077",2020-11-24,"Hungary",561944.95
"28078",2020-11-25,"Hungary",567012.81
"28079",2020-11-26,"Hungary",568710.8
"28080",2020-11-27,"Hungary",565297.87
"28081",2020-11-28,"Hungary",519573.76
"28082",2020-11-29,"Hungary",485851.69
"28083",2020-11-30,"Hungary",550371.56
"28084",2020-12-01,"Hungary",567082.38
"28085",2020-12-02,"Hungary",572324.31
"28086",2020-12-03,"Hungary",577167.55
"28087",2020-12-04,"Hungary",560125.95
"28088",2020-12-05,"Hungary",497583.12
"28089",2020-12-06,"Hungary",466646.46
"28090",2020-12-07,"Hungary",539356.51
"28091",2020-12-08,"Hungary",553168.06
"28092",2020-12-09,"Hungary",548272.2
"28093",2020-12-10,"Hungary",560227.34
"28094",2020-12-11,"Hungary",555527.54
"28095",2020-12-12,"Hungary",525416.05
"28096",2020-12-13,"Hungary",484027.3
"28097",2020-12-14,"Hungary",541050.48
"28098",2020-12-15,"Hungary",553618.69
"28099",2020-12-16,"Hungary",553438.97
"28100",2020-12-17,"Hungary",546890.39
"28101",2020-12-18,"Hungary",532990.78
"28102",2020-12-19,"Hungary",492065.5
"28103",2020-12-20,"Hungary",472091.78
"28104",2020-12-21,"Hungary",501558.59
"28105",2020-12-22,"Hungary",500081.05
"28106",2020-12-23,"Hungary",469811.21
"28107",2020-12-24,"Hungary",421076.65
"28108",2020-12-25,"Hungary",392001.5
"28109",2020-12-26,"Hungary",399149.85
"28110",2020-12-27,"Hungary",432575.21
"28111",2020-12-28,"Hungary",449573.44
"28112",2020-12-29,"Hungary",435635.4
"28113",2020-12-30,"Hungary",442627.67
"28114",2020-12-31,"Hungary",427896.4
"28115",2021-01-01,"Hungary",390659.71
"28116",2021-01-02,"Hungary",420355.05
"28117",2021-01-03,"Hungary",430230.99
"28118",2021-01-04,"Hungary",500573.18
"28119",2021-01-05,"Hungary",524462.9
"28120",2021-01-06,"Hungary",535636.74
"28121",2021-01-07,"Hungary",531822.77
"28122",2021-01-08,"Hungary",543594.64
"28123",2021-01-09,"Hungary",494773.86
"28124",2021-01-10,"Hungary",487829.05
"28125",2021-01-11,"Hungary",545101.59
"28126",2021-01-12,"Hungary",565022.88
"28127",2021-01-13,"Hungary",557549.37
"28128",2021-01-14,"Hungary",564361.41
"28129",2021-01-15,"Hungary",565657.55
"28130",2021-01-16,"Hungary",520814.89
"28131",2021-01-17,"Hungary",507631.84
"28132",2021-01-18,"Hungary",573977.81
"28133",2021-01-19,"Hungary",580455.68
"28134",2021-01-20,"Hungary",555482.87
"28135",2021-01-21,"Hungary",541934.95
"28136",2021-01-22,"Hungary",536077.6
"28137",2021-01-23,"Hungary",487011.27
"28138",2021-01-24,"Hungary",465333.15
"28139",2021-01-25,"Hungary",537572.82
"28140",2021-01-26,"Hungary",549617.95
"28141",2021-01-27,"Hungary",553092.3
"28142",2021-01-28,"Hungary",561665.67
"28143",2021-01-29,"Hungary",558393.5
"28144",2021-01-30,"Hungary",493637.18
"28145",2021-01-31,"Hungary",484962.59
"28146",2021-02-01,"Hungary",546465.85
"28147",2021-02-02,"Hungary",565538.4
"28148",2021-02-03,"Hungary",561813.8
"28149",2021-02-04,"Hungary",528536.92
